iter	Passed	Remaining
377	3026	4979
378	3034	4971
379	3042	4964
380	3050	4955
381	3058	4947
382	3066	4939
383	3073	4930
384	3082	4923
385	3089	4914
386	3097	4906
387	3105	4898
388	3113	4890
389	3121	4882
390	3129	4874
391	3137	4865
392	3144	4857
393	3152	4848
394	3160	4840
395	3168	4832
396	3175	4823
397	3183	4814
398	3190	4805
399	3198	4797
400	3206	4789
401	3215	4782
402	3223	4774
403	3230	4766
404	3238	4758
405	3246	4749
406	3254	4742
407	3262	4733
408	3270	4725
409	3277	4717
410	3285	4708
411	3293	4699
412	3300	4691
413	3308	4683
414	3316	4674
415	3324	4666
416	3331	4657
417	3339	4649
418	3346	4640
419	3354	4631
420	3362	4623
421	3369	4615
422	3377	4606
423	3384	4598
424	3393	4590
425	3400	4581
426	3407	4573
427	3416	4565
428	3424	4557
429	3431	4549
430	3439	4540
431	3447	4532
432	3455	4524
433	3462	4516
434	3470	4508
435	3478	4499
436	3485	4490
437	3493	4482
438	3501	4474
439	3509	4466
440	3516	4457
441	3524	4449
442	3532	4441
443	3540	4433
444	3548	4425
445	3556	4417
446	3564	4409
447	3571	4400
448	3578	4391
449	3586	4383
450	3593	4374
451	3600	4365
452	3607	4356
453	3615	4348
454	3623	4339
455	3630	4331
456	3638	4323
457	3645	4314
458	3653	4305
459	3661	4298
460	3668	4289
461	3676	4281
462	3684	4273
463	3691	4264
464	3699	4256
465	3706	4247
466	3715	4240
467	3722	4232
468	3730	4223
469	3737	4214
470	3745	4206
471	3753	4198
472	3760	4190
473	3768	4181
474	3775	4173
475	3783	4165
476	3791	4157
477	3799	4148
478	3806	4140
479	3813	4131
480	3820	4122
481	3828	4114
482	3835	4105
483	3842	4096
484	3849	4088
485	3857	4080
486	3865	4071
487	3872	4062
488	3879	4054
489	3887	4046
490	3895	4038
491	3902	4029
492	3910	4021
493	3917	4012
494	3925	4004
495	3932	3996
496	3940	3988
497	3948	3980
498	3956	3971
499	3963	3963
500	3971	3955
501	3979	3947
502	3986	3939
503	3994	3931
504	4002	3923
505	4010	3915
506	4017	3906
507	4025	3898
508	4033	3890
509	4041	3882
510	4049	3874
511	4056	3866
512	4063	3857
513	4071	3849
514	4078	3841
515	4086	3832
516	4094	3825
517	4113	3827
518	4125	3823
519	4134	3816
520	4142	3808
521	4150	3800
522	4157	3792
523	4165	3783
524	4173	3775
525	4181	3767
526	4188	3759
527	4196	3751
528	4204	3743
529	4212	3735
530	4219	3726
531	4227	3718
532	4234	3710
533	4242	3701
534	4249	3693
535	4257	3685
536	4265	3677
537	4273	3669
538	4281	3661
539	4289	3653
540	4296	3645
541	4304	3637
542	4312	3629
543	4319	3621
544	4327	3613
545	4335	3604
546	4342	3596
547	4350	3588
548	4358	3580
549	4366	3572
550	4374	3564
551	4382	3556
552	4389	3547
553	4396	3539
554	4403	3530
555	4411	3522
556	4419	3514
557	4426	3506
558	4434	3498
559	4442	3490
560	4449	3482
561	4456	3473
562	4464	3465
563	4472	3457
564	4479	3448
565	4486	3440
566	4494	3432
567	4502	3424
568	4509	3415
569	4517	3407
570	4524	3399
571	4531	3390
572	4539	3382
573	4547	3374
574	4554	3366
575	4561	3357
576	4568	3349
577	4575	3340
578	4583	3332
579	4590	3323
580	4598	3315
581	4605	3308
582	4613	3299
583	4620	3291
584	4627	3283
585	4635	3274
586	4642	3266
587	4649	3257
588	4656	3249
589	4663	3241
590	4671	3233
591	4679	3225
592	4687	3217
593	4695	3209
594	4703	3201
595	4710	3193
596	4718	3185
597	4726	3177
598	4733	3169
599	4741	3160
600	4748	3152
601	4756	3144
602	4764	3136
603	4771	3128
604	4779	3120
605	4787	3112
606	4795	3104
607	4802	3096
608	4810	3088
609	4818	3080
610	4826	3072
611	4833	3064
612	4841	3056
613	4849	3048
614	4856	3040
615	4864	3032
616	4871	3024
617	4879	3016
618	4886	3007
619	4893	2999
620	4900	2990
621	4907	2982
622	4915	2974
623	4922	2966
624	4929	2957
625	4936	2949
626	4944	2941
627	4952	2933
628	4960	2926
629	4967	2917
630	4976	2910
631	4983	2901
632	4991	2893
633	4998	2885
634	5005	2877
635	5012	2868
636	5019	2860
637	5027	2852
638	5034	2844
639	5041	2836
640	5049	2828
641	5057	2820
642	5064	2811
643	5071	2803
644	5078	2795
645	5085	2786
646	5092	2778
647	5099	2770
648	5106	2761
649	5113	2753
650	5120	2744
651	5127	2736
652	5135	2728
653	5141	2720
654	5148	2711
655	5155	2703
656	5162	2695
657	5169	2686
658	5176	2678
659	5182	2669
660	5190	2661
661	5197	2653
662	5205	2645
663	5212	2637
664	5219	2629
665	5226	2621
666	5233	2613
667	5240	2604
668	5247	2596
669	5254	2587
670	5261	2579
671	5269	2571
672	5277	2564
673	5284	2556
674	5292	2548
675	5299	2540
676	5307	2532
677	5314	2524
678	5321	2515
679	5328	2507
680	5335	2499
681	5342	2491
682	5350	2483
683	5357	2474
684	5364	2466
685	5370	2458
686	5378	2450
687	5385	2442
688	5392	2433
689	5399	2425
690	5407	2418
691	5415	2410
692	5423	2402
693	5430	2394
694	5437	2386
695	5444	2378
696	5451	2370
697	5459	2362
698	5468	2354
699	5476	2347
700	5484	2339
701	5491	2331
702	5499	2323
703	5507	2315
704	5515	2308
705	5523	2300
706	5531	2292
707	5538	2284
708	5546	2276
709	5554	2268
710	5562	2260
711	5570	2253
712	5578	2245
713	5585	2237
714	5593	2229
715	5601	2221
716	5608	2213
717	5616	2206
718	5624	2198
719	5632	2190
720	5640	2182
721	5648	2174
722	5655	2166
723	5663	2159
724	5671	2151
725	5679	2143
726	5686	2135
727	5694	2127
728	5702	2119
729	5710	2111
730	5717	2103
731	5724	2095
732	5731	2087
733	5738	2079
734	5745	2071
735	5752	2063
736	5759	2055
737	5766	2047
738	5773	2039
739	5781	2031
740	5788	2023
741	5796	2015
742	5803	2007
743	5810	1999
744	5818	1991
745	5824	1983
746	5832	1975
747	5839	1967
748	5847	1959
749	5854	1951
750	5861	1943
751	5869	1935
752	5877	1928
753	5885	1920
754	5892	1912
755	5900	1904
756	5907	1896
757	5915	1888
758	5922	1880
759	5930	1872
760	5937	1864
761	5944	1856
762	5951	1848
763	5958	1840
764	5965	1832
765	5972	1824
766	5979	1816
767	5986	1808
768	5993	1800
769	5999	1792
770	6006	1784
771	6013	1776
772	6020	1768
773	6028	1760
774	6035	1752
775	6042	1744
776	6049	1736
777	6056	1728
778	6063	1720
779	6069	1712
780	6077	1704
781	6083	1695
782	6090	1687
783	6097	1679
784	6104	1671
785	6111	1663
786	6117	1655
787	6124	1647
788	6131	1639
789	6138	1631
790	6145	1623
791	6151	1615
792	6159	1607
793	6165	1599
794	6173	1591
795	6180	1583
796	6187	1576
797	6194	1568
798	6201	1560
799	6208	1552
800	6215	1544
801	6221	1536
802	6228	1528
803	6235	1520
804	6242	1512
805	6249	1504
806	6255	1496
807	6262	1488
808	6269	1480
809	6276	1472
810	6283	1464
811	6289	1456
812	6296	1448
813	6303	1440
814	6310	1432
815	6317	1424
816	6324	1416
817	6331	1408
818	6338	1400
819	6344	1392
820	6351	1384
821	6358	1376
822	6365	1369
823	6372	1361
824	6379	1353
825	6386	1345
826	6393	1337
827	6400	1329
828	6407	1321
829	6414	1313
830	6421	1305
831	6428	1297
832	6434	1290
833	6442	1282
834	6449	1274
835	6456	1266
836	6463	1258
837	6470	1250
838	6477	1243
839	6484	1235
840	6491	1227
841	6498	1219
842	6505	1211
843	6512	1203
844	6519	1195
845	6525	1187
846	6533	1180
847	6540	1172
848	6546	1164
849	6554	1156
850	6560	1148
851	6567	1140
852	6574	1133
853	6581	1125
854	6589	1117
855	6595	1109
856	6603	1101
857	6610	1094
858	6617	1086
859	6624	1078
860	6630	1070
861	6637	1062
862	6644	1054
863	6651	1046
864	6657	1039
865	6664	1031
866	6671	1023
867	6678	1015
868	6686	1007
869	6692	1000
870	6700	992
871	6707	984
872	6714	976
873	6720	968
874	6727	961
875	6734	953
876	6742	945
877	6749	937
878	6756	930
879	6763	922
880	6770	914
881	6777	906
882	6784	899
883	6791	891
884	6799	883
885	6806	875
886	6812	867
887	6819	860
888	6826	852
889	6834	844
890	6840	836
891	6847	829
892	6854	821
893	6861	813
894	6868	805
895	6875	798
896	6882	790
897	6889	782
898	6896	774
899	6902	766
900	6909	759
901	6916	751
902	6923	743
903	6929	735
904	6936	728
905	6943	720
906	6950	712
907	6957	704
908	6964	697
909	6971	689
910	6978	681
911	6985	674
912	6991	666
913	6998	658
914	7006	650
915	7013	643
916	7020	635
917	7027	627
918	7034	619
919	7041	612
920	7048	604
921	7055	596
922	7061	589
923	7069	581
924	7076	573
925	7084	566
926	7091	558
927	7098	550
928	7105	543
929	7112	535
930	7118	527
931	7125	519
932	7132	512
933	7139	504
934	7146	496
935	7153	489
936	7160	481
937	7166	473
938	7173	466
939	7180	458
940	7187	450
941	7194	442
942	7201	435
943	7208	427
944	7215	419
945	7221	412
946	7229	404
947	7236	396
948	7243	389
949	7250	381
950	7257	373
951	7264	366
952	7272	358
953	7278	350
954	7285	343
955	7292	335
956	7300	328
957	7306	320
958	7313	312
959	7320	305
960	7327	297
961	7334	289
962	7341	282
963	7348	274
964	7355	266
965	7362	259
966	7369	251
967	7376	243
968	7382	236
969	7389	228
970	7396	220
971	7403	213
972	7410	205
973	7417	197
974	7423	190
975	7430	182
976	7437	175
977	7444	167
978	7451	159
979	7458	152
980	7465	144
981	7472	136
982	7479	129
983	7486	121
984	7494	114
985	7501	106
986	7508	98
987	7515	91
988	7522	83
989	7531	76
990	7538	68
991	7544	60
992	7551	53
993	7558	45
994	7565	38
995	7572	30
996	7579	22
997	7586	15
998	7593	7
999	7600	0
